StoreID,StoreLocation,AnnualSales,NumberOfEmployees,MonthlyFootTraffic,CustomerSatisfactionScore,AverageTransactionValue,OperatingHours,StoreSize,ProductVariety
475,Suburban,482054.9314211649,5,1850.2779263443576,5.471198144611342,395.91304997219027,9-5,501.6440715681204,33
476,Suburban,826256.1588142003,41,9837.994683614112,2.0223731904294118,470.2198537913196,nan,416.04639157803314,22
477,Suburban,746934.1399337876,35,5686.055712079189,8.863457861156494,322.91958016389617,9-5,523.5101195598976,41
478,Suburban,948555.5015899146,11,3341.613564017245,4.561275889069651,334.1437527996139,10-6,974.4582615360091,189
479,Rural,580740.4185272895,36,6419.211746732785,6.486491461292024,463.854025582866,9-5,504.7709804856933,108
480,Urban,821933.1585890157,47,7361.01837644936,,268.73005927184164,11-7,143.34136299894166,66
481,Rural,390616.3957033467,44,5207.540485126464,6.252416075335803,81.35090158882461,11-7,871.0186261518986,156
482,Urban,411171.2605808781,6,6776.478846147696,5.572727225108127,424.4874826151418,10-6,498.5921225982173,198
483,nan,460459.4172233549,22,1972.361063572705,9.170504068053173,473.13900987002444,11-7,137.78961019278626,68
484,Urban,469824.1608682801,46,8866.589959735575,9.059251697921468,131.64829927471655,10-6,552.5214608092592,126
485,Rural,192927.89859937708,39,7126.526182423986,5.102538379860083,119.01724506369936,10-6,557.5576331170294,184
486,Urban,567189.0453986772,6,7956.882643356367,,275.5139032311981,11-7,640.0642152056105,79
487,Urban,187122.89734212303,43,2023.615542481453,7.100265679941632,163.57646194419982,11-7,239.18156254966857,120
488,Suburban,900785.9222377876,21,5673.724143373565,3.6680866056077988,427.8817761021477,10-6,575.7832584942145,110
489,Rural,155660.3049009638,17,7233.353024868736,2.4695652404928987,240.05420970007214,9-5,424.1289630773979,162
490,Suburban,504724.9872783779,5,5700.545645608211,6.119144357177457,132.48942088621058,9-5,257.7160862244648,188
491,Suburban,356224.65975138743,27,1892.8809510387998,1.3246798267598205,20.303924148124093,10-6,967.2038506635365,152
492,Suburban,239382.4740890312,37,1545.9327221555543,8.406048689109316,69.409196636601,11-7,619.0675284014951,55
493,Urban,805453.021757991,21,6544.146120904931,7.8456430000350705,191.55154019548817,9-5,785.662896951805,86
494,Urban,743439.1590275731,32,8172.021366639367,7.37949240710739,443.40074992945137,nan,282.1416970247658,167
495,Rural,231353.1011633618,39,9969.661368071605,9.353393523647682,197.77826613129923,10-6,571.0908237835952,48
496,Urban,669489.0769956792,29,6113.957297956401,9.62191306980712,84.810008065027,9-5,301.2631400335807,38
497,Urban,813299.6505974014,39,3065.476124500421,5.204947239047913,472.96531449633136,9-5,715.8113175115128,96
498,Rural,795998.9983328982,7,4645.6890745321025,7.073356164076112,349.1709242770602,9-5,765.7147004273377,43
499,Suburban,183051.63789702542,35,1959.756848126006,9.771178525198508,219.8113842290998,10-6,867.822370958438,99
500,Rural,716961.4471411987,35,4724.836020787158,8.681071925111727,358.14149516247693,9-5,367.4742758290707,130
501,Rural,744421.5287952194,10,8561.50551952231,6.8872361381142575,455.08983382041544,10-6,642.8625104038261,191
502,Urban,875949.6403378246,29,4511.797407022828,4.955424664348238,104.93115128511049,11-7,864.3313839930296,163
503,Rural,557239.904978488,11,1465.6021822843868,7.682919637877449,286.6453955915109,10-6,672.1374509858457,146
504,Rural,514984.6002730216,18,2493.202787164364,1.5263931099503885,375.8520474887986,11-7,886.9004606315016,122
505,Urban,968604.6924275229,22,7027.0993254883915,1.2086317886506466,490.04462150062426,nan,441.9544920870419,65
506,Rural,816861.0301648781,42,7221.029632254292,7.782555412062582,120.35661749429549,11-7,572.4891065420661,117
507,Suburban,602857.89172584,23,2782.375746246006,2.1657139399710412,239.83033538531697,11-7,489.32210560319754,174
508,Urban,397555.36418015155,24,8291.273879597564,8.306970991752749,86.0069750742428,11-7,427.3843536658213,45
509,Suburban,860714.1964031596,7,3527.700686985821,4.550201042702152,294.30911988715343,11-7,152.87739181131897,187
510,Rural,509892.7505179642,28,6001.437102497427,9.563675381537763,267.397756731915,nan,278.958944677603,190
511,Suburban,183416.67294234456,22,3769.350780076891,,346.35377364594933,10-6,463.8223510606737,102
512,Suburban,509413.84544209583,37,7238.053172249891,5.525977734359256,268.407037892507,9-5,135.07995467685208,129
513,Urban,884771.5565351316,38,4381.076033633524,3.428256578475019,129.07995696182968,nan,267.4949836654555,57
514,Suburban,503453.9322050009,48,7856.2623053745,1.9097760621555384,232.56160290585348,11-7,639.8169224696685,80
515,Suburban,112914.2329663151,23,5350.834869877662,5.870286942398616,102.30792123043565,9-5,136.1928200800054,118
516,Suburban,650336.7915248226,47,6762.4321031555055,1.0565704997598693,121.35206943144175,11-7,560.3059848663024,48
517,Rural,996247.0030702589,38,9334.478239840864,2.891985887251013,173.87973771786102,9-5,212.20318727691173,160
518,Urban,835523.7256364606,13,4918.103029008496,,428.68411623233413,9-5,734.2809410210735,22
519,Suburban,655514.1519563331,46,5955.804776163408,4.1155175143994285,252.8487933829291,11-7,988.7856065831604,66
520,nan,922958.9981180965,17,2702.0601059395503,8.768537441559403,27.23421272026222,nan,600.3510641617322,126
521,Urban,832223.5134859558,6,7240.890368441956,3.573103755052629,478.20094511704673,nan,420.32596012402337,193
522,Suburban,548775.4174660364,34,2914.367038501663,3.8992011206997033,80.43778001300822,10-6,108.45943025742784,30
523,Rural,632098.2568666437,17,7209.623867380297,9.196713215569494,445.0076075501144,11-7,420.1386356726179,184
524,Urban,758163.5282827179,5,9308.650873088878,,287.30432192841755,9-5,387.44718075545126,92
525,Suburban,861783.5475809783,38,9471.70800334514,6.621219920327961,318.8793265561726,10-6,338.2847649981967,199
526,Rural,152358.76213904028,31,8216.453668902886,4.562866194772747,346.3999306217913,9-5,110.26348455453878,139
527,Suburban,797323.471445036,48,5852.30136933582,,213.0996859038788,10-6,556.4157409601925,36
528,nan,502753.09598038177,44,8534.966759469493,8.172226027235233,194.98003992519284,10-6,638.3948422321376,146
529,Suburban,694718.7042713866,35,5119.837298770473,9.982977426440934,36.50674887039125,9-5,613.4002598237273,68
530,Rural,788169.709862965,28,4392.259315592038,4.802104315980188,481.00824603779125,9-5,711.0723156311378,44
531,Suburban,585551.7325247035,45,7321.016165101807,,476.5137626808987,9-5,819.692894943546,147
532,Rural,242663.36552235915,27,2865.916945269564,8.53395633081227,241.47148730286568,10-6,118.83689263258904,20
533,Rural,468574.14836643945,17,1668.5158552905225,8.071649045793116,263.4335539245785,11-7,822.1774144591894,190
534,Rural,169185.69437714177,7,4294.239626071472,5.545471328951237,181.38727175049678,11-7,216.8863924158956,151
535,Rural,720370.6220397374,30,4065.718102497708,3.557708690026307,110.10298991782801,9-5,206.76467235366732,196
536,Urban,958335.5637667751,21,2084.7169277034786,3.26673036802718,60.11244703969066,9-5,219.93052271997493,188
537,Rural,815727.5310017683,38,8691.060662617445,8.823292143690477,470.91627986637894,11-7,142.30710901257865,178
538,Rural,450807.78050840687,25,7013.330092973873,1.690754873374324,30.036222402580552,11-7,451.7367408530996,189
539,Rural,625862.3464049449,19,1232.120471406117,,265.9021709414933,10-6,399.82725135481957,175
540,Rural,373780.6082621823,10,5861.436013970066,5.4021936973238445,346.723194411034,11-7,481.2038627125344,77
541,Urban,586941.0395994685,36,2384.2286825515466,5.425447761504614,456.2424041904867,9-5,728.2806606907436,182
542,Suburban,370654.2152061762,21,5600.981230719965,8.24392791209731,359.48160115234657,9-5,247.5675568346561,61
543,Urban,764492.281118749,5,7941.273034356546,2.3683815079671717,206.96390065029857,11-7,231.01348326960002,172
544,Rural,333407.35718832293,27,4717.482544585547,9.89670218233755,42.60721885487884,9-5,865.622623121336,164
545,nan,967618.351390505,23,6371.783998173097,3.8312337068181264,46.26292703099541,9-5,838.5247248024823,27
546,nan,695753.8589561783,40,5917.950361532773,8.434174668571508,386.8874254391793,11-7,771.4226070782905,68
547,Rural,161900.0629154594,33,6198.452737822171,2.5000869330922573,472.2273372351918,11-7,967.0510016526003,54
548,Suburban,109699.98715512383,16,5303.054210595919,7.834604131069165,401.52824212024456,11-7,904.0852294006173,99
549,Rural,997341.7097845904,43,2503.2876837260073,,235.2269765912073,10-6,679.2992971985208,88
550,Rural,298455.0203942142,14,3174.5284256166287,8.1556380888054,182.89121405176886,10-6,265.8416711181033,142
551,nan,381306.47361145983,6,9046.444119552547,,109.9573865201811,11-7,609.429284806927,122
552,Suburban,287572.61278189754,20,7643.858386237265,,280.4225967292449,9-5,552.900576743601,188
553,Rural,935291.5952240641,40,9845.792547008828,5.641977249650092,225.68382227823537,11-7,178.5388664741222,155
554,Suburban,686811.5737017527,25,1487.1706861995074,7.287988395981204,348.60116918349223,9-5,928.0164993983444,190
555,Rural,553947.6912004997,31,3849.1489406828214,7.82589784173023,418.1380857401889,10-6,587.4011226094146,55
556,Suburban,601885.7330433133,49,9633.589214774785,5.143807421579248,62.568571968467204,11-7,956.0125790733788,135
557,Rural,386085.5625692686,17,4954.409298160041,3.0598263634281246,139.17194698029817,10-6,963.8621673593461,188
558,Urban,652757.5021274572,46,6439.037016995558,2.962729682499295,71.57953069548783,11-7,783.4719250170281,65
559,Suburban,477640.3271094387,47,6127.672953369144,1.196882967010393,130.11096686289386,nan,585.1653710145375,101
560,Suburban,279305.33178176126,20,2266.2046288193114,7.826455266312722,115.13485613926599,11-7,539.4832536819451,142
561,Rural,690944.5897388933,10,7579.938686754198,,48.59300776970342,11-7,394.04546361674267,132
562,Rural,436456.5123332908,26,1524.8133862921704,,48.051019556348535,11-7,916.4222756665575,166
563,Urban,806559.7412054455,33,5841.666023427163,2.172066814094549,83.02265415415269,9-5,460.7320243288096,133
564,Rural,473855.46175857435,43,5973.74005796319,7.049950935800909,253.23900179945682,10-6,244.62612945596098,138
565,Suburban,557444.2375415767,12,2816.6360536221064,1.3872367855440144,157.23425957515053,nan,756.8594425932133,187
566,Rural,808719.8312628067,24,7753.818029816163,6.343817782024321,439.45552735200675,10-6,673.4012855627672,163
567,nan,503090.28362775804,11,9065.59134625228,,42.010261867523226,nan,166.04910649987985,90
568,Suburban,969599.021611748,17,9811.611996017658,7.2762803498717705,199.73382121141086,9-5,578.5562034337628,177
569,Rural,813725.8004756005,14,1241.35242525668,8.127749066344894,262.81521896961806,10-6,966.3862132597458,115
570,nan,843787.3647834808,31,3787.5241613341695,4.71154149380757,402.90115311423955,10-6,163.33310512284427,89
571,Rural,958528.4200333549,25,9323.414320838614,4.2050090305678225,468.2543685856381,10-6,198.86994153441026,98
572,nan,449965.5659588867,43,1454.548663271691,3.0890421474312326,466.36859934391435,9-5,951.2377704676846,181
573,Rural,622072.2377639537,41,3448.2267422556574,8.684925361186359,428.2432467171685,9-5,918.827623131296,49
574,Suburban,724232.5667160432,36,5800.496989004281,5.2070045074392945,340.9994737902848,10-6,853.3495966938226,143
575,Urban,706112.6351865677,46,7661.774254371187,7.805739453115221,187.26172499653788,9-5,174.80725945914276,46
576,Urban,957643.1151049176,25,3052.507785017418,6.578700036336299,145.3433944668414,10-6,372.49223042956703,55
577,Suburban,359513.7704905011,21,3703.097690322755,2.3120916832944403,431.43427535742126,9-5,320.2205913888068,140
578,Urban,362225.3757633928,37,2750.8458630600517,2.5312787242029335,293.3237797900312,9-5,351.01893541701907,44
579,Rural,926203.961835232,32,4987.558488958255,3.3601508347660016,164.36829089427522,nan,194.6585895897062,121
580,Urban,819375.0775539037,17,5539.114446997239,8.723520237249112,352.7756511365247,9-5,643.3407256906421,154
581,Suburban,283020.961662638,36,9093.042736306266,3.9154600768908967,438.2127835109197,11-7,452.0131976072763,86
582,Rural,613042.1902834908,43,7936.789423940736,9.000460540800773,223.57270266767517,11-7,802.7816300712101,56
583,Urban,771187.3606866954,41,7438.105455435654,6.667924505453066,496.19192385750915,10-6,786.493209021792,75
584,Rural,417732.7514027582,28,6154.027823415701,7.374808168882771,286.6091115075168,9-5,889.1402860581941,184
585,Urban,490944.02609925106,23,3957.221823117048,3.5243232145755163,448.4596739997723,10-6,161.9359352349006,35
586,Urban,617856.9504948037,31,1630.6924627748822,1.4337345776136647,254.0825772652217,11-7,632.3748867335729,49
587,Suburban,520397.7017933895,18,3329.2684450646443,5.08502641496434,183.75311340002176,9-5,383.2150503256786,186
588,Urban,777738.1510621295,35,2752.1853312174176,6.765499052434251,97.91224200090033,11-7,877.3318670788682,152
589,Suburban,105344.87831476275,20,3051.075509017034,4.017069876470899,199.54142495166803,9-5,616.1538154775736,145
590,Urban,491169.27195194544,7,3040.9739306171195,9.574518927030915,279.8038963481347,9-5,863.2306967186121,193
591,Rural,403823.23779598443,16,4874.920133913502,6.749171965483575,406.7971268640202,10-6,148.89106069616935,21
592,nan,648247.6475468442,9,4426.433917011265,,70.45945690740736,10-6,954.3165248757782,111
593,Rural,798362.5976932237,12,4033.4208638040986,8.211626069423952,323.4664722030013,9-5,520.2669763983492,180
594,Suburban,168530.64598137722,22,8931.138143395707,5.592527340655935,395.4370885250689,10-6,781.6174608110972,167
595,Urban,242253.76024107318,24,2824.6367311764834,2.47892455034144,324.27170402051087,10-6,235.0364674885665,122
596,nan,698573.46172783,5,2472.8830497435947,6.8494056218895665,354.90474244362014,11-7,438.8489252669053,53
597,Urban,764562.1969138753,33,1684.0260517294632,2.3610279343698926,403.6891779351982,9-5,981.0011227069118,139
598,Rural,629381.5993709519,41,9323.741399283175,,442.14017169247467,9-5,505.2843736440859,65
599,nan,984523.0140711338,44,2749.1167408734013,5.442260585554565,55.10729327874435,10-6,227.97590603050207,132
600,Rural,549515.3401959172,20,6150.411865477368,5.452073671513958,318.2497569400357,9-5,625.9670779106685,152
601,Rural,222663.10158787924,39,4363.46037403042,3.230408535905529,87.23749319800496,11-7,536.8619233622053,22
602,Urban,717661.954333972,11,5997.697756606137,1.2069732086835578,124.03398829222249,11-7,678.441899704839,66
603,Urban,641867.9699753183,40,6783.097048483412,5.979572444846964,43.86058161753398,10-6,771.7016537879341,133
604,Rural,631379.3275272371,13,8560.693267991635,,39.636938146685985,9-5,301.5926319374442,62
605,Suburban,591268.2717217584,18,5565.3672966001595,1.574340399280856,43.19075806596514,11-7,433.60386833787993,144
606,Suburban,945186.138594585,20,3945.1664038544723,5.6584309357329685,208.02577079622404,11-7,258.7160505170474,53
607,Suburban,216240.75714390218,20,2629.719313361693,2.0350029599548662,55.071705280097035,9-5,900.3685413185157,162
608,Suburban,165877.56867248053,49,6461.353192949389,9.926422738873963,413.8107791247416,10-6,141.70428411292903,101
609,Urban,238705.4524395878,32,2188.0394951313933,7.660539175709188,454.45236212267196,10-6,360.6135045626075,65
610,Rural,320491.1889144554,24,8702.264370759662,4.2745163366524626,164.45427262503412,11-7,668.9643381715495,166
611,nan,633651.6874928222,5,1250.1053918195007,8.557568272430212,175.8974155858307,10-6,816.5535596227502,56
612,Suburban,651182.724187061,15,8607.698580957145,,208.08752016320497,11-7,495.9801463677968,142
613,Suburban,309341.68971137586,15,2973.2195968044916,8.900026699254568,233.47673194205674,11-7,767.7809165043775,166
614,Suburban,540302.9493798438,37,5390.720596323708,6.929861792921287,481.53962291693233,11-7,836.968956757402,137
615,Rural,533855.6674909613,9,7574.686325854705,1.7344841753671536,143.27397390940837,9-5,468.56300375292005,163
616,Urban,507799.68965670245,8,8057.501550057614,4.937015257657617,84.36953100834921,9-5,416.84295286490044,75
617,Rural,823190.7654213923,45,4616.0181036336435,6.3708292045893735,30.747425651668454,11-7,655.8456522885407,138
618,Suburban,524523.7628880687,14,5495.0928297913115,6.6135959675408404,39.92269745535124,11-7,762.8248500758411,144
619,Suburban,782528.9463605494,5,1266.1539231547272,7.633059866707386,422.80781437063314,9-5,946.2482660607322,123
620,Suburban,249833.01862431827,40,4096.234532916531,6.932022664913987,169.92705231606874,10-6,789.3242512012736,159
621,Suburban,578770.6096658512,33,3354.2096306865005,6.793196473569314,252.5895566331023,11-7,575.7594151512599,103
622,Rural,841694.298456876,35,4510.621666992996,8.384014911891288,258.1064013793562,10-6,492.10217392614237,69
623,Urban,259944.9255246319,22,3708.040332876675,,217.282488489524,9-5,998.1319877702992,80
624,Suburban,518429.9518278961,10,2437.6582328509057,9.63741855389659,92.36184015161889,10-6,824.3491089414098,124
625,Rural,648171.384432145,38,9475.572865580503,4.87235147021228,347.54184022712417,10-6,331.1503515721911,152
626,Suburban,266297.1173535586,48,4863.509509166397,3.5595688356884567,263.4991206801374,10-6,351.07411037755566,175
627,Suburban,781089.0453202628,10,6740.224408389866,5.406557547740734,103.45660864212633,11-7,175.2167507716357,140
628,Suburban,171096.62301668568,29,9340.850225774026,9.462670427076205,380.53552496639077,10-6,642.5989235941925,117
629,Rural,951773.9580169469,26,6152.2643336521,9.270135874587977,401.30482925396757,9-5,890.0761470023785,110
630,Urban,521399.34479632217,18,2142.9924854492965,8.35947181685945,127.87847604628766,10-6,579.7796110329538,196
631,Rural,402510.77772892884,28,8097.232211718116,3.0093218099826595,63.33897511640521,11-7,762.1694375275878,26
632,Rural,205126.30644637631,39,7971.976647765668,3.5737450012776923,412.10496531167075,10-6,842.4123842258463,133
633,Rural,489336.97876107827,34,4641.487664484786,8.461165784125013,266.760587468347,9-5,398.2016762922563,86
634,Rural,693823.6264516946,16,5854.542622313635,6.869894342849392,146.69574466418942,11-7,597.2772112556167,28
635,Rural,185038.55122814566,16,4823.9740420247,3.2134510110760632,114.43680026319264,11-7,108.4982761323584,148
636,Urban,375642.1856509737,26,3018.200084828455,8.822092879820632,45.83077273202942,10-6,147.15208276205135,64
637,Suburban,852415.82449544,32,7866.295397269113,9.137209866817676,171.88407538001206,11-7,576.9620374643528,83
638,Suburban,681562.9230384945,48,7699.915236696933,6.714236625217052,142.68377164520757,nan,387.5396751431384,32
639,Rural,285735.71067186154,7,6823.503027226536,9.861676214455784,100.10504311889358,9-5,741.8050857026681,167
640,Rural,244818.81621378026,46,5100.764414984715,5.963810524218278,233.21820761807038,9-5,943.6293863477957,127
641,Rural,914036.5235808099,12,5183.254294107942,8.723294047974136,294.9605369522889,9-5,896.1777462443893,20
642,Suburban,358318.19920688594,20,3685.9946358485836,3.72899953359273,48.02995149412563,9-5,831.3192705833472,103
643,Suburban,261550.15200876727,5,3391.521314970126,9.56860741820222,322.88854695433685,9-5,187.58084185898565,153
644,Suburban,999967.6166883422,35,8640.742571398107,4.259317920067886,450.46804153056206,11-7,185.86410890190845,84
645,Rural,378272.64500011527,47,8734.368001724188,1.8959464255771756,175.04809484181672,10-6,560.9361684018936,50
646,Rural,212266.16902842734,43,1138.1039015413573,2.396207582189995,135.927332599954,9-5,470.42998774745973,119
647,Suburban,515581.8667776524,17,7476.457121783676,6.701068106285759,70.80156375946214,9-5,832.2069528576455,143
648,nan,490910.5991786339,21,3969.2990232921825,7.814662476434424,198.50021912837133,9-5,595.309513648133,139
649,Urban,934122.2282472979,34,9274.126093274053,1.492534201021317,345.3088687015552,9-5,816.6822843660668,140
650,Suburban,220784.45272867428,28,3179.0813785575883,,75.48701436767247,10-6,552.9220208059407,175
651,Suburban,182022.76551637618,12,4018.628251448282,8.057863554326882,395.8469729812887,11-7,115.44008287016136,165
652,Rural,183680.8038160121,9,7726.024850472742,5.742857672561441,345.0480877202663,10-6,925.7502459409181,185
653,Urban,913858.7192400128,36,1666.8942406188853,4.76983446629848,206.14355581960072,10-6,677.811190825892,197
654,Suburban,504432.2601649694,37,7372.3514213400385,2.592484746755048,103.88950393375751,10-6,469.8333514064311,37
655,Urban,235545.8753397031,8,7072.109413090036,2.0227548693051216,213.83038043877835,11-7,566.2950837658668,191
656,Urban,634447.0885413615,42,3736.194813006306,3.997418283895283,255.75667012272302,nan,883.4906956092326,103
657,Rural,583861.0200857489,19,7414.923869415751,3.564540161733242,87.9345546238605,11-7,942.6911001025624,91
658,Suburban,278566.0729740094,7,9126.322338131886,4.309552059195672,158.31458503743602,10-6,628.7543994258724,102
659,Urban,642734.3254837339,21,8235.470986800396,1.6856449804543532,23.2257834418216,11-7,524.9950760732577,149
660,Suburban,406208.110885251,36,5660.581083815248,3.0341728750019024,23.670971042056266,nan,910.590258983897,82
661,Rural,314533.69095778296,28,2192.009518604289,5.637850147273541,352.7558904817456,9-5,287.5847032244735,70
662,Suburban,559360.5498091253,30,9031.053101339141,,296.7915482943041,11-7,886.0105708786571,160
663,Rural,362484.33536474884,32,5407.462714856598,4.741867106841464,372.48305362477,10-6,328.80940684450695,150
664,Suburban,299925.9295850919,34,4670.89776325856,,168.39391162097604,9-5,209.62745012879202,134
665,Suburban,891750.1674697067,28,5929.778607124473,3.5570986689235604,308.41807600322113,11-7,443.1441974426728,106
666,Rural,240186.31891607557,17,2921.928631188039,6.019488711593523,364.4995613277831,10-6,650.2213478328737,69
667,Urban,352530.9795563492,42,4025.7204202054095,8.738828990376204,68.84997444159113,9-5,862.5109555883436,157
668,Urban,447524.5418648431,45,7619.549887395805,7.024471236447414,367.4630285616958,10-6,746.5512686598562,194
669,Suburban,346274.47927002056,44,6071.2694386035855,9.988153163010523,284.63401440926714,10-6,490.52332271975746,138
670,Suburban,289639.57831999264,17,7860.509696834386,9.507487747511025,100.03250279276175,9-5,531.4108198315063,55
671,Suburban,794031.4873491293,40,7857.681418377784,8.590228167428673,213.90804710704285,9-5,854.2429967527813,132
672,Urban,396114.5428512233,5,7782.214586418612,1.3757725345523018,40.74049626105426,11-7,518.8936663649317,186
673,Rural,201261.6619294046,35,2297.6975678723948,7.792917636972497,138.69156379789123,9-5,552.7526648128207,62
674,Rural,586805.6462110262,22,6851.8130603389745,6.542952273790376,459.07000915235307,9-5,661.5651911613444,69
675,Rural,212939.64751276927,33,5321.6193256152255,7.712331805205954,460.42281928305295,11-7,958.0975941377694,154
676,nan,421767.6466968351,14,1558.8185709233849,,402.8245849055768,11-7,716.9564818161807,140
677,Rural,893644.0860450554,7,8515.484042606597,2.9842727272317373,30.89148245639805,11-7,936.8470575264693,153
678,Urban,432245.07559559774,40,2977.436571870188,4.252428367878722,395.9510850004351,11-7,633.4682129597958,77
679,Suburban,669258.076859425,15,1116.4624953666319,,145.03904395004582,10-6,837.6627831167929,176
680,Rural,563162.9824077681,33,6790.931978112654,4.024780497755557,228.39105287258704,9-5,263.69346260498315,92
681,Rural,223952.36120017804,46,2548.9478101095974,8.78162244803147,319.13150559863277,nan,167.44457909731818,58
682,Urban,684162.6380117517,7,1555.3600554781613,5.882837178144116,235.3944060248295,11-7,245.92901015103809,147
683,Suburban,870431.4972404257,13,9403.938430567734,1.0472791908161652,39.49534044657984,nan,485.4678334919272,99
684,Rural,183891.22664080965,49,2336.3073891166487,9.199023699726386,463.5143295567341,9-5,246.01701150670505,189
685,Urban,778312.0802168124,21,5680.443984753196,5.699725750754126,35.56207591896115,9-5,284.92491335643314,77
686,Urban,721190.1533670804,31,4305.693623578045,7.174312500025863,131.48548008158545,9-5,149.32164552598425,191
687,Rural,879994.5174974313,23,1402.6653804910318,5.578491431060433,203.6814825759924,10-6,387.9824078008533,176
688,Suburban,193682.73892012032,41,3829.1839188566346,6.526995616913192,471.08624496911057,10-6,141.55896078358796,193
689,nan,375125.8414570109,25,4154.233479899422,9.82895424391012,250.58310650777247,10-6,934.1820924772874,24
690,Urban,724862.3385037368,47,5440.939182807569,,124.91724556933795,11-7,882.1719372192541,90
691,Urban,119816.18099798523,18,7360.61117050543,7.281715421335724,397.9505147591743,10-6,555.6601573268051,197
692,Urban,760668.1099574398,18,9999.801566026505,8.734863156830714,312.3114814165464,11-7,684.824462779517,67
693,Suburban,872180.7211010088,19,5667.141430437836,1.940574460025339,407.6499278398416,10-6,885.6249211285202,129
694,Urban,507973.6471390818,37,9484.778053088374,,112.55780280358707,9-5,626.0331558013129,74
695,Suburban,490896.9130839869,16,5747.058760733254,5.1271516929025625,181.61866861450864,11-7,333.748509543427,53
696,Urban,350622.0658624294,13,6343.140858245066,9.92957242885027,257.55920172968536,11-7,942.6610545360372,147
697,Suburban,104546.6830045786,49,2251.603262341463,9.432761495421541,273.5197281375556,9-5,269.4076370669658,174
698,Rural,267673.1649997204,45,6137.432176574556,2.6758341465026945,141.724479395071,9-5,851.1657796726519,86
699,Suburban,981877.7065801341,39,3345.058158690942,1.8784442752935697,370.818730788797,10-6,603.5490418470488,33
700,Rural,880557.469409221,42,3466.43584112989,5.082745094585673,41.42245428694979,nan,913.3463215480333,95
701,nan,339854.17487402924,40,4904.898905490427,,383.7525091868701,11-7,358.92793182061683,162
702,nan,967373.9714089418,45,6883.6444110467255,5.4726702460466345,265.50085032058286,11-7,905.3063354287518,30
703,Suburban,430941.35435795726,15,6555.967476576796,7.645983201359947,451.0340769675129,11-7,194.78814510342596,93
704,Rural,367826.83727606206,28,3756.4808423094587,8.949400638620126,226.44341373098698,11-7,816.4778684264105,173
705,Urban,237526.87190489666,43,1258.764597436268,9.669143425510406,32.15094112152901,10-6,727.0085242849331,158
706,Rural,911449.9625596066,9,3196.4192211130867,9.25190208303847,330.7364622021008,9-5,767.4745100645687,174
707,Suburban,988293.2419601734,31,5075.479430534614,9.225503529349252,56.25985482304813,9-5,318.6000755522755,142
708,Urban,394670.26364741416,12,9185.638842930413,4.013856800401252,81.23472568513245,10-6,688.3068870616164,37
709,Urban,733087.3810225842,31,6493.265641241962,4.479279228650107,496.89594394772536,10-6,900.3714049029035,105
710,Rural,401773.0688285992,30,8897.571321888321,8.327926749942634,346.08181548678004,nan,194.91203835204544,183
711,Rural,194491.6653749097,46,6346.246988441766,5.204316548457368,336.83633778098454,10-6,180.34209850794525,182
712,Urban,453423.0761940915,25,4988.5069240084595,2.355052540638217,180.9351001620362,11-7,869.577008258481,180
713,Rural,596412.9646850585,36,3957.236278927095,5.088417644600715,280.0843881819684,9-5,814.6542769616217,88
714,Urban,210715.0832588448,7,9730.838907298341,4.3292773645343585,204.3641199565097,11-7,464.70915673874487,35
715,Urban,836445.497310785,9,5304.238385978794,1.7679003808256517,233.88929521015422,11-7,110.37004092044941,125
716,nan,547626.8052039605,35,4233.220193141721,4.153717455736044,129.72277376523564,11-7,466.65754116939377,45
717,Rural,310944.6572541157,33,9169.553779153852,9.632985516292713,258.8217934383589,9-5,194.39759582784927,80
718,nan,633483.620688649,18,8306.779232021638,9.338267104351251,36.512539839327154,11-7,891.2108845961328,32
719,Rural,813933.3754489619,30,6298.655243599725,9.7222421852284,366.9668606865062,nan,906.4366879799144,70
720,Urban,394861.91414677823,34,6094.578109440153,,360.6431627898853,10-6,840.6525807761509,87
721,nan,731328.6919605349,23,5476.155566206711,1.953055529509394,406.80464545171816,9-5,391.4439453339295,172
722,Suburban,485073.2619826186,27,1866.8588702125498,3.0428951552679346,50.03065050284208,10-6,592.3595410365793,87
723,Suburban,967646.0519610408,9,7187.47493199264,2.6772883416923667,278.43562626912035,10-6,350.8127781568068,73
724,Urban,793846.0779424584,37,4379.801834273128,2.6978822638302025,155.2160472329571,9-5,311.55763066767895,154
725,Suburban,420715.81226981885,44,1153.2004874672261,8.995085979868572,100.60512503085866,9-5,221.3498243393547,57
726,Urban,115973.16315558586,22,7534.5011852743855,2.8361593500568225,142.19037164777976,9-5,919.5102971540083,83
727,Rural,691767.9058423851,7,2163.763112263542,4.410689349993122,205.43050192733614,11-7,645.436953814496,69
728,Urban,278084.94272636704,33,8181.249767862543,1.8376022007802169,172.37958836026957,11-7,215.91150061256877,29
729,Suburban,209691.25808421947,32,3336.0901862896303,1.3285718958237434,190.91916979470082,nan,221.07770483823322,186
730,nan,938598.8062571144,19,6277.6685920613145,9.53065671124405,73.13664777776978,10-6,218.0987331105028,105
731,Urban,999954.0731934251,25,6127.877071113994,7.861736726501397,480.51773856644013,10-6,921.0157868080764,54
732,Urban,342899.9385079466,37,2591.8316078592507,4.9140445754419595,306.72226127588124,11-7,366.01568444517716,183
733,Suburban,371591.6969493442,29,4951.336149297683,2.5193504739704475,22.92104309340722,9-5,355.8023236545031,101
